Iteracion 1
hilos, q, ciclos
2, 2, 6916370
Iteracion 2
hilos, q, ciclos
2, 2, 6902561
Iteracion 3
hilos, q, ciclos
2, 2, 6810323
Iteracion 4
hilos, q, ciclos
2, 2, 6957729
Iteracion 5
hilos, q, ciclos
2, 2, 7589196
Iteracion 6
hilos, q, ciclos
2, 2, 6885241
Iteracion 7
hilos, q, ciclos
2, 2, 7163265
Iteracion 8
hilos, q, ciclos
2, 2, 6858142
Iteracion 9
hilos, q, ciclos
2, 2, 6772022
Iteracion 10
hilos, q, ciclos
2, 2, 7435511
Iteracion 1
hilos, q, ciclos
2, 4, 23348867
Iteracion 2
hilos, q, ciclos
2, 4, 24003182
Iteracion 3
hilos, q, ciclos
2, 4, 23636836
Iteracion 4
hilos, q, ciclos
2, 4, 23579521
Iteracion 5
hilos, q, ciclos
2, 4, 22835123
Iteracion 6
hilos, q, ciclos
2, 4, 24048561
Iteracion 7
hilos, q, ciclos
2, 4, 23815061
Iteracion 8
hilos, q, ciclos
2, 4, 20932931
Iteracion 9
hilos, q, ciclos
2, 4, 23828918
Iteracion 10
hilos, q, ciclos
2, 4, 23451765
Iteracion 1
hilos, q, ciclos
2, 6, 1041214252
Iteracion 2
hilos, q, ciclos
2, 6, 1014911527
Iteracion 3
hilos, q, ciclos
2, 6, 1031439606
Iteracion 4
hilos, q, ciclos
2, 6, 991468340
Iteracion 5
hilos, q, ciclos
2, 6, 1042464873
Iteracion 6
hilos, q, ciclos
2, 6, 1063131157
Iteracion 7
hilos, q, ciclos
2, 6, 1034332535
Iteracion 8
hilos, q, ciclos
2, 6, 1038303851
Iteracion 9
hilos, q, ciclos
2, 6, 1028568713
Iteracion 10
hilos, q, ciclos
2, 6, 995443479
Iteracion 1
hilos, q, ciclos
2, 7, 9015571417
Iteracion 2
hilos, q, ciclos
2, 7, 8641831166
Iteracion 3
hilos, q, ciclos
2, 7, 9697153079
Iteracion 4
hilos, q, ciclos
2, 7, 8943618615
Iteracion 5
hilos, q, ciclos
2, 7, 8792439845
Iteracion 6
hilos, q, ciclos
2, 7, 8945470947
Iteracion 7
hilos, q, ciclos
2, 7, 9041274161
Iteracion 8
hilos, q, ciclos
2, 7, 8843027165
Iteracion 9
hilos, q, ciclos
2, 7, 9647037337
Iteracion 10
hilos, q, ciclos
2, 7, 8369493778
